"","edad","genero","estado","feliz"
"4272",45,"FEMENINO","DURANGO","FELIZ"
"4273",18,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4274",24,"FEMENINO","DURANGO","NO FELIZ"
"4275",33,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4276",27,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4277",24,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4278",43,"FEMENINO","SONORA","FELIZ"
"4279",61,"FEMENINO","SONORA","FELIZ"
"4280",59,"FEMENINO","NUEVO LEÓN","FELIZ"
"4281",55,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4282",49,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4283",42,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4284",24,"MASCULINO","COAHUILA","FELIZ"
"4285",38,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4286",61,"MASCULINO","COAHUILA","NO FELIZ"
"4287",44,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4288",32,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4289",23,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4290",18,"FEMENINO","NUEVO LEÓN","FELIZ"
"4291",40,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4292",51,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4293",60,"FEMENINO","DURANGO","NO FELIZ"
"4294",40,"FEMENINO","CHIHUAHUA","FELIZ"
"4295",31,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4296",26,"MASCULINO","DURANGO","NO FELIZ"
"4297",38,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4298",46,"FEMENINO","COAHUILA","NO FELIZ"
"4299",37,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4300",47,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4301",30,"MASCULINO","COAHUILA","NO FELIZ"
"4302",61,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4303",32,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4304",41,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4305",23,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4306",51,"MASCULINO","COAHUILA","FELIZ"
"4307",28,"MASCULINO","DURANGO","FELIZ"
"4308",62,"MASCULINO","TAMAULIPAS","FELIZ"
"4309",59,"FEMENINO","COAHUILA","FELIZ"
"4310",48,"MASCULINO","TAMAULIPAS","FELIZ"
"4311",21,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4312",28,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4313",25,"MASCULINO","DURANGO","NO FELIZ"
"4314",32,"FEMENINO","SONORA","FELIZ"
"4315",39,"FEMENINO","DURANGO","NO FELIZ"
"4316",28,"FEMENINO","COAHUILA","FELIZ"
"4317",63,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4318",61,"MASCULINO","TAMAULIPAS","FELIZ"
"4319",18,"MASCULINO","COAHUILA","FELIZ"
"4320",21,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4321",42,"FEMENINO","COAHUILA","FELIZ"
"4322",33,"FEMENINO","DURANGO","NO FELIZ"
"4323",25,"MASCULINO","CHIHUAHUA","FELIZ"
"4324",57,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4325",30,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4326",33,"FEMENINO","SONORA","FELIZ"
"4327",18,"MASCULINO","DURANGO","NO FELIZ"
"4328",53,"MASCULINO","TAMAULIPAS","FELIZ"
"4329",18,"FEMENINO","TAMAULIPAS","FELIZ"
"4330",65,"MASCULINO","DURANGO","FELIZ"
"4331",32,"MASCULINO","DURANGO","NO FELIZ"
"4332",42,"MASCULINO","DURANGO","FELIZ"
"4333",47,"FEMENINO","DURANGO","NO FELIZ"
"4334",32,"MASCULINO","CHIHUAHUA","FELIZ"
"4335",48,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4336",61,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4337",61,"MASCULINO","NUEVO LEÓN","FELIZ"
"4338",27,"FEMENINO","TAMAULIPAS","FELIZ"
"4339",52,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4340",39,"FEMENINO","NUEVO LEÓN","FELIZ"
"4341",35,"FEMENINO","CHIHUAHUA","FELIZ"
"4342",35,"MASCULINO","SONORA","FELIZ"
"4343",21,"MASCULINO","CHIHUAHUA","FELIZ"
"4344",38,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4345",28,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4346",36,"MASCULINO","SONORA","FELIZ"
"4347",53,"MASCULINO","SONORA","FELIZ"
"4348",36,"FEMENINO","NUEVO LEÓN","FELIZ"
"4349",24,"FEMENINO","COAHUILA","FELIZ"
"4350",40,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4351",64,"MASCULINO","NUEVO LEÓN","FELIZ"
"4352",39,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4353",41,"MASCULINO","COAHUILA","FELIZ"
"4354",22,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4355",30,"FEMENINO","DURANGO","FELIZ"
"4356",64,"FEMENINO","COAHUILA","FELIZ"
"4357",46,"MASCULINO","SONORA","FELIZ"
"4358",62,"MASCULINO","SONORA","FELIZ"
"4359",49,"MASCULINO","TAMAULIPAS","FELIZ"
"4360",42,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4361",25,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4362",30,"MASCULINO","NUEVO LEÓN","FELIZ"
"4363",53,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4364",49,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4365",29,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4366",49,"FEMENINO","TAMAULIPAS","FELIZ"
"4367",65,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4368",59,"MASCULINO","SONORA","NO FELIZ"
"4369",63,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4370",52,"FEMENINO","SONORA","NO FELIZ"
"4371",18,"FEMENINO","NUEVO LEÓN","FELIZ"
"4372",25,"MASCULINO","COAHUILA","FELIZ"
"4373",38,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4374",40,"MASCULINO","TAMAULIPAS","FELIZ"
"4375",57,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4376",62,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4377",36,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4378",18,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4379",19,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4380",30,"FEMENINO","COAHUILA","NO FELIZ"
"4381",56,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4382",39,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4383",59,"FEMENINO","CHIHUAHUA","FELIZ"
"4384",23,"MASCULINO","COAHUILA","FELIZ"
"4385",54,"FEMENINO","CHIHUAHUA","FELIZ"
"4386",56,"FEMENINO","DURANGO","NO FELIZ"
"4387",25,"MASCULINO","TAMAULIPAS","FELIZ"
"4388",64,"MASCULINO","DURANGO","FELIZ"
"4389",49,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4390",52,"MASCULINO","CHIHUAHUA","FELIZ"
"4391",34,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4392",64,"FEMENINO","COAHUILA","FELIZ"
"4393",37,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4394",25,"MASCULINO","SONORA","NO FELIZ"
"4395",29,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4396",43,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4397",27,"FEMENINO","TAMAULIPAS","FELIZ"
"4398",35,"MASCULINO","SONORA","NO FELIZ"
"4399",42,"FEMENINO","NUEVO LEÓN","FELIZ"
"4400",26,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4401",32,"MASCULINO","DURANGO","NO FELIZ"
"4402",64,"FEMENINO","CHIHUAHUA","FELIZ"
"4403",37,"FEMENINO","CHIHUAHUA","FELIZ"
"4404",20,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4405",33,"MASCULINO","DURANGO","FELIZ"
"4406",20,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4407",26,"MASCULINO","TAMAULIPAS","FELIZ"
"4408",50,"FEMENINO","DURANGO","NO FELIZ"
"4409",32,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4410",63,"FEMENINO","CHIHUAHUA","FELIZ"
"4411",25,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4412",41,"MASCULINO","TAMAULIPAS","FELIZ"
"4413",29,"FEMENINO","TAMAULIPAS","FELIZ"
"4414",36,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4415",45,"FEMENINO","TAMAULIPAS","FELIZ"
"4416",24,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4417",25,"MASCULINO","TAMAULIPAS","FELIZ"
"4418",57,"FEMENINO","CHIHUAHUA","FELIZ"
"4419",30,"FEMENINO","SONORA","FELIZ"
"4420",45,"MASCULINO","NUEVO LEÓN","FELIZ"
"4421",29,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4422",32,"MASCULINO","DURANGO","FELIZ"
"4423",49,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4424",36,"FEMENINO","NUEVO LEÓN","FELIZ"
"4425",33,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4426",42,"FEMENINO","COAHUILA","NO FELIZ"
"4427",33,"MASCULINO","CHIHUAHUA","FELIZ"
"4428",28,"MASCULINO","NUEVO LEÓN","FELIZ"
"4429",18,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4430",29,"FEMENINO","NUEVO LEÓN","FELIZ"
"4431",35,"MASCULINO","COAHUILA","FELIZ"
"4432",30,"FEMENINO","SONORA","FELIZ"
"4433",27,"MASCULINO","TAMAULIPAS","FELIZ"
"4434",57,"MASCULINO","SONORA","NO FELIZ"
"4435",34,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4436",35,"MASCULINO","SONORA","FELIZ"
"4437",24,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4438",65,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4439",57,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4440",53,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4441",57,"MASCULINO","SONORA","NO FELIZ"
"4442",65,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4443",33,"MASCULINO","COAHUILA","FELIZ"
"4444",65,"MASCULINO","CHIHUAHUA","FELIZ"
"4445",50,"MASCULINO","CHIHUAHUA","FELIZ"
"4446",40,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4447",64,"FEMENINO","COAHUILA","FELIZ"
"4448",43,"FEMENINO","COAHUILA","FELIZ"
"4449",47,"MASCULINO","DURANGO","FELIZ"
"4450",32,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4451",29,"FEMENINO","SONORA","FELIZ"
"4452",57,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4453",23,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4454",29,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4455",57,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4456",36,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4457",31,"FEMENINO","CHIHUAHUA","FELIZ"
"4458",56,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4459",40,"FEMENINO","COAHUILA","FELIZ"
"4460",63,"MASCULINO","DURANGO","FELIZ"
"4461",55,"FEMENINO","NUEVO LEÓN","FELIZ"
"4462",44,"MASCULINO","CHIHUAHUA","FELIZ"
"4463",35,"FEMENINO","DURANGO","NO FELIZ"
"4464",19,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4465",62,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4466",44,"FEMENINO","DURANGO","NO FELIZ"
"4467",20,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4468",61,"FEMENINO","COAHUILA","FELIZ"
"4469",48,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4470",61,"MASCULINO","SONORA","FELIZ"
"4471",36,"MASCULINO","DURANGO","FELIZ"
"4472",65,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4473",60,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4474",31,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4475",22,"MASCULINO","DURANGO","FELIZ"
"4476",64,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4477",36,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4478",21,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4479",51,"MASCULINO","NUEVO LEÓN","FELIZ"
"4480",23,"MASCULINO","DURANGO","NO FELIZ"
"4481",22,"FEMENINO","DURANGO","NO FELIZ"
"4482",45,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4483",20,"FEMENINO","SONORA","FELIZ"
"4484",52,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4485",24,"FEMENINO","COAHUILA","FELIZ"
"4486",51,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4487",41,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4488",29,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4489",58,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4490",63,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4491",57,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4492",51,"FEMENINO","COAHUILA","NO FELIZ"
"4493",29,"MASCULINO","SONORA","FELIZ"
"4494",43,"FEMENINO","NUEVO LEÓN","FELIZ"
"4495",23,"FEMENINO","CHIHUAHUA","FELIZ"
"4496",20,"FEMENINO","TAMAULIPAS","FELIZ"
"4497",46,"MASCULINO","SONORA","NO FELIZ"
"4498",64,"FEMENINO","TAMAULIPAS","FELIZ"
"4499",27,"FEMENINO","CHIHUAHUA","FELIZ"
"4500",55,"FEMENINO","CHIHUAHUA","FELIZ"
"4501",47,"FEMENINO","TAMAULIPAS","FELIZ"
"4502",25,"FEMENINO","COAHUILA","FELIZ"
"4503",60,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4504",47,"FEMENINO","TAMAULIPAS","FELIZ"
"4505",21,"FEMENINO","CHIHUAHUA","FELIZ"
"4506",63,"FEMENINO","SONORA","FELIZ"
"4507",19,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4508",59,"MASCULINO","DURANGO","NO FELIZ"
"4509",34,"FEMENINO","DURANGO","FELIZ"
"4510",48,"FEMENINO","CHIHUAHUA","FELIZ"
"4511",27,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4512",18,"MASCULINO","CHIHUAHUA","FELIZ"
"4513",65,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4514",22,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4515",23,"FEMENINO","COAHUILA","NO FELIZ"
"4516",37,"MASCULINO","TAMAULIPAS","FELIZ"
"4517",23,"FEMENINO","DURANGO","NO FELIZ"
"4518",60,"MASCULINO","TAMAULIPAS","FELIZ"
"4519",63,"FEMENINO","COAHUILA","FELIZ"
"4520",62,"FEMENINO","TAMAULIPAS","FELIZ"
"4521",64,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4522",40,"FEMENINO","NUEVO LEÓN","FELIZ"
"4523",63,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4524",49,"MASCULINO","TAMAULIPAS","FELIZ"
"4525",51,"MASCULINO","NUEVO LEÓN","FELIZ"
"4526",35,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4527",22,"MASCULINO","COAHUILA","NO FELIZ"
"4528",25,"MASCULINO","COAHUILA","FELIZ"
"4529",21,"FEMENINO","COAHUILA","NO FELIZ"
"4530",61,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4531",50,"FEMENINO","CHIHUAHUA","FELIZ"
"4532",32,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4533",23,"MASCULINO","COAHUILA","NO FELIZ"
"4534",54,"FEMENINO","COAHUILA","NO FELIZ"
"4535",50,"MASCULINO","TAMAULIPAS","FELIZ"
"4536",63,"MASCULINO","DURANGO","NO FELIZ"
"4537",48,"FEMENINO","DURANGO","NO FELIZ"
"4538",30,"FEMENINO","SONORA","NO FELIZ"
"4539",40,"MASCULINO","DURANGO","NO FELIZ"
"4540",53,"MASCULINO","SONORA","NO FELIZ"
"4541",48,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4542",64,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4543",65,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4544",20,"MASCULINO","COAHUILA","NO FELIZ"
"4545",32,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4546",54,"FEMENINO","COAHUILA","NO FELIZ"
"4547",58,"FEMENINO","DURANGO","FELIZ"
"4548",23,"MASCULINO","NUEVO LEÓN","FELIZ"
"4549",43,"MASCULINO","CHIHUAHUA","FELIZ"
"4550",61,"MASCULINO","COAHUILA","FELIZ"
"4551",44,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4552",27,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4553",32,"FEMENINO","CHIHUAHUA","FELIZ"
"4554",26,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4555",29,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4556",34,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4557",55,"FEMENINO","CHIHUAHUA","FELIZ"
"4558",25,"FEMENINO","DURANGO","FELIZ"
"4559",52,"MASCULINO","NUEVO LEÓN","FELIZ"
"4560",61,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4561",22,"FEMENINO","NUEVO LEÓN","FELIZ"
"4562",24,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4563",40,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4564",20,"MASCULINO","CHIHUAHUA","FELIZ"
"4565",22,"FEMENINO","SONORA","NO FELIZ"
"4566",49,"MASCULINO","SONORA","NO FELIZ"
"4567",54,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4568",43,"FEMENINO","COAHUILA","FELIZ"
"4569",57,"FEMENINO","DURANGO","NO FELIZ"
"4570",20,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4571",52,"FEMENINO","SONORA","FELIZ"
"4572",41,"FEMENINO","NUEVO LEÓN","FELIZ"
"4573",53,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4574",23,"MASCULINO","COAHUILA","FELIZ"
"4575",47,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4576",35,"FEMENINO","CHIHUAHUA","FELIZ"
"4577",28,"MASCULINO","NUEVO LEÓN","FELIZ"
"4578",21,"MASCULINO","TAMAULIPAS","FELIZ"
"4579",19,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4580",57,"FEMENINO","DURANGO","FELIZ"
"4581",59,"MASCULINO","SONORA","FELIZ"
"4582",54,"MASCULINO","DURANGO","NO FELIZ"
"4583",40,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4584",32,"FEMENINO","DURANGO","FELIZ"
"4585",56,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"4586",47,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4587",54,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4588",29,"FEMENINO","NUEVO LEÓN","FELIZ"
"4589",43,"MASCULINO","DURANGO","FELIZ"
"4590",27,"FEMENINO","DURANGO","NO FELIZ"
"4591",44,"MASCULINO","DURANGO","FELIZ"
"4592",52,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4593",22,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4594",55,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4595",42,"FEMENINO","CHIHUAHUA","FELIZ"
"4596",45,"FEMENINO","DURANGO","FELIZ"
"4597",54,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4598",64,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4599",19,"FEMENINO","SONORA","FELIZ"
"4600",62,"MASCULINO","DURANGO","NO FELIZ"
"4601",63,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4602",62,"FEMENINO","SONORA","NO FELIZ"
"4603",40,"MASCULINO","COAHUILA","FELIZ"
"4604",31,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4605",54,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4606",30,"FEMENINO","COAHUILA","FELIZ"
"4607",27,"MASCULINO","NUEVO LEÓN","FELIZ"
"4608",35,"FEMENINO","DURANGO","FELIZ"
"4609",43,"MASCULINO","TAMAULIPAS","FELIZ"
"4610",52,"FEMENINO","NUEVO LEÓN","FELIZ"
"4611",40,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4612",61,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4613",28,"MASCULINO","CHIHUAHUA","FELIZ"
"4614",40,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4615",60,"FEMENINO","DURANGO","FELIZ"
"4616",22,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4617",28,"FEMENINO","NUEVO LEÓN","FELIZ"
"4618",27,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4619",50,"MASCULINO","SONORA","FELIZ"
"4620",23,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4621",37,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4622",22,"MASCULINO","TAMAULIPAS","FELIZ"
"4623",23,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4624",41,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4625",54,"FEMENINO","DURANGO","NO FELIZ"
"4626",38,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4627",36,"MASCULINO","TAMAULIPAS","FELIZ"
"4628",61,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4629",33,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4630",39,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4631",54,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4632",52,"FEMENINO","NUEVO LEÓN","FELIZ"
"4633",56,"FEMENINO","DURANGO","FELIZ"
"4634",27,"MASCULINO","COAHUILA","NO FELIZ"
"4635",54,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4636",25,"MASCULINO","SONORA","NO FELIZ"
"4637",56,"MASCULINO","DURANGO","NO FELIZ"
"4638",52,"MASCULINO","SONORA","NO FELIZ"
"4639",52,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4640",27,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4641",19,"MASCULINO","DURANGO","NO FELIZ"
"4642",65,"MASCULINO","COAHUILA","NO FELIZ"
"4643",27,"FEMENINO","DURANGO","NO FELIZ"
"4644",50,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4645",41,"FEMENINO","COAHUILA","FELIZ"
"4646",44,"FEMENINO","TAMAULIPAS","FELIZ"
"4647",64,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4648",35,"FEMENINO","DURANGO","NO FELIZ"
"4649",43,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4650",20,"FEMENINO","DURANGO","NO FELIZ"
"4651",20,"FEMENINO","CHIHUAHUA","NO FELIZ"
"4652",31,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4653",57,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4654",40,"MASCULINO","COAHUILA","FELIZ"
"4655",37,"FEMENINO","SONORA","NO FELIZ"
"4656",53,"MASCULINO","COAHUILA","NO FELIZ"
"4657",65,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4658",42,"MASCULINO","DURANGO","NO FELIZ"
"4659",64,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4660",27,"FEMENINO","DURANGO","NO FELIZ"
"4661",38,"MASCULINO","COAHUILA","FELIZ"
"4662",21,"MASCULINO","COAHUILA","FELIZ"
"4663",30,"MASCULINO","COAHUILA","NO FELIZ"
"4664",30,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4665",26,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4666",65,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4667",40,"MASCULINO","NUEVO LEÓN","FELIZ"
"4668",41,"MASCULINO","CHIHUAHUA","FELIZ"
"4669",32,"FEMENINO","COAHUILA","NO FELIZ"
"4670",25,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"4671",36,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4672",50,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4673",24,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4674",49,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4675",19,"FEMENINO","COAHUILA","FELIZ"
"4676",53,"MASCULINO","SONORA","NO FELIZ"
"4677",53,"MASCULINO","SONORA","NO FELIZ"
"4678",38,"FEMENINO","COAHUILA","NO FELIZ"
"4679",18,"MASCULINO","COAHUILA","FELIZ"
"4680",40,"MASCULINO","CHIHUAHUA","FELIZ"
"4681",26,"MASCULINO","CHIHUAHUA","FELIZ"
"4682",40,"FEMENINO","CHIHUAHUA","FELIZ"
"4683",40,"MASCULINO","NUEVO LEÓN","FELIZ"
"4684",31,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"4685",60,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4686",34,"MASCULINO","CHIHUAHUA","NO FELIZ"
"4687",65,"FEMENINO","CHIHUAHUA","FELIZ"
"4688",24,"MASCULINO","TAMAULIPAS","NO FELIZ"
"4689",37,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4690",22,"MASCULINO","SONORA","FELIZ"
"4691",46,"FEMENINO","DURANGO","NO FELIZ"
"4692",33,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"4693",49,"FEMENINO","DURANGO","NO FELIZ"
"4694",56,"FEMENINO","CHIHUAHUA","FELIZ"
"4695",22,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4696",46,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4697",44,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4698",30,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"4699",23,"MASCULINO","COAHUILA","FELIZ"
"4700",38,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"4701",64,"FEMENINO","SONORA","NO FELIZ"
"4702",50,"FEMENINO","COAHUILA","FELIZ"
"4703",30,"FEMENINO","TAMAULIPAS","NO FELIZ"
"4704",38,"MASCULINO","CHIHUAHUA","FELIZ"
"4705",49,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"4706",45,"FEMENINO","DURANGO","NO FELIZ"
"4707",48,"MASCULINO","COAHUILA","FELIZ"
"4708",33,"MASCULINO","CHIHUAHUA","FELIZ"
"4709",55,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4710",50,"MASCULINO","DURANGO","NO FELIZ"
"4711",28,"MASCULINO","NUEVO LEÓN","FELIZ"
"4712",47,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"4713",44,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"4714",27,"MASCULINO","SONORA","FELIZ"
